lnY2008,lnK2008,lnW2008,lnY2009,lnK2009,lnW2009,lnY2010,lnK2010,lnW2010
19.72165,17.860659,18.337797,19.802938,17.78116,18.414675,19.898245,17.819147,18.45491
14.240692,14.156687,13.113135,15.374566,14.456726,14.205598,14.988119,14.284589,14.410991
17.699652,18.55069,17.398079,18.10953,18.862179,17.195446,17.944307,18.975723,17.124657
20.181143,19.233002,18.922117,20.217073,19.146765,18.903717,20.285206,19.063175,19.072035
17.348854,17.110598,15.718398,17.783691,17.056875,15.782353,17.85874,16.994598,15.835522
20.26897,19.756418,18.087399,20.147459,19.695616,17.901684,20.162258,19.625135,18.092337
17.234991,17.753294,15.360728,17.384706,18.186998,15.551055,18.043648,18.309452,15.605433
16.745193,19.06474,16.19338,17.742037,19.520342,16.200333,14.593587,19.820343,16.334442
20.718962,21.233534,18.084345,20.697172,21.305891,18.128183,20.957973,21.277248,18.372139
20.142895,20.002855,17.778622,19.906122,19.93759,17.933094,19.880857,19.830362,17.887869
16.154003,19.046011,18.338942,16.040022,18.879576,18.19883,13.301319,18.650057,18.259668
14.999473,14.261801,13.263706,14.687798,14.395954,13.1869955,14.652457,13.154899,13.221534
17.86721,16.678846,16.304596,17.542673,16.724081,16.321877,18.278038,16.642105,16.317797
16.321882,17.407282,16.201418,16.749031,17.297134,16.53299,17.39159,17.337873,16.616142
18.662092,17.991442,16.425745,17.547379,17.90708,16.44515,17.847136,17.813833,16.408955
20.746178,20.603045,18.31187,20.381918,20.795765,18.003166,20.489231,20.843445,17.914387
15.163388,13.677592,13.876545,15.139061,13.891976,13.776729,14.025029,13.752841,13.751083
18.931965,17.151014,16.677433,18.753761,16.97921,16.848543,18.497452,16.992796,16.769363
19.517494,19.136225,17.352226,18.207552,18.970406,17.404566,17.492546,18.991411,17.660889
18.360676,18.431643,16.3082,18.360159,18.305002,16.092226,16.98063,18.152191,15.196705
17.66051,18.351665,17.162771,18.434372,18.7072,17.261732,18.136349,18.90219,17.151155
18.89487,18.174314,17.544928,19.463879,18.048656,17.364294,19.479591,17.958315,17.464045
18.0332,17.403051,16.388964,14.107484,10.459638,13.333466,14.139396,14.6945305,13.349479
17.566734,16.304663,15.843079,17.295088,16.38239,15.748705,17.761806,16.408085,16.056837
17.533949,18.029757,16.196142,18.044203,18.068419,16.390158,15.703705,18.06165,16.44632
15.40761,13.020963,13.83064,15.321603,12.97743,13.838715,15.409185,12.883568,13.99131
18.603708,16.113249,16.185673,18.407501,16.185238,16.045088,18.74635,16.15503,16.1329
18.853369,20.638905,17.61742,19.049255,20.581673,17.413216,17.860062,21.76311,18.073875
20.820534,16.166893,16.802458,20.851933,16.06343,17.279203,20.481647,15.832776,16.889925
19.348957,16.123638,15.624195,18.484854,17.181034,16.164972,18.555243,16.875072,14.987675
19.763823,18.845032,17.697937,19.683563,18.66752,17.734468,19.690554,18.767464,18.007483
19.883047,20.100937,17.081718,19.608965,20.18459,17.060991,19.373878,20.092852,17.081566
21.693249,20.456514,18.984962,21.682755,20.377378,19.069016,21.799768,20.617756,19.423573
18.76059,16.548182,17.246548,18.665264,16.580582,17.109568,18.461485,15.5892725,17.150965
18.963549,18.103798,16.024258,19.105854,18.571377,16.218855,19.39161,18.879509,16.39986
13.98666,13.16895,13.453669,13.817026,13.003267,13.236245,15.448622,12.107606,14.295952
15.903477,14.948204,13.6754,13.617641,14.674481,13.546203,14.675584,14.408432,13.085047
19.539791,18.877796,16.791445,19.414555,18.765741,17.028362,18.884094,19.369642,17.194365
16.157148,16.38245,14.883259,15.859922,16.403532,15.061636,16.060629,16.359787,15.062051
14.233618,13.512248,13.740412,13.912605,13.290794,13.753257,13.651972,13.129571,13.539527
19.726208,20.786703,17.434717,19.52643,20.833952,17.413933,19.40391,20.790337,17.819265
18.709545,19.123476,17.055408,18.181162,18.924528,17.276829,18.61571,18.746023,17.699398
17.114233,16.660627,16.505257,17.30377,16.502598,16.44681,17.01978,16.416368,16.178196
20.244791,18.045258,16.684744,20.480343,17.866673,16.78132,20.529577,18.985353,16.538673
15.558415,18.11508,15.406247,16.874922,18.781427,15.432346,16.370438,18.877596,15.547877
8.544176,13.459117,12.812378,14.581927,13.305687,12.4759655,12.230961,13.156289,12.708161
16.8896,18.003597,15.841307,17.08574,18.016346,15.917636,17.299255,17.643257,15.906385
17.672087,16.566078,16.287766,17.543081,16.61567,16.299484,17.760574,16.96137,16.264296
13.450986,12.45401,13.004497,11.048069,12.256406,12.948872,12.854721,12.73915,12.597886
20.261177,19.107512,18.173822,20.218077,18.152864,18.637228,20.361496,18.277233,18.549091
19.864925,18.76849,18.184269,19.782787,18.767565,17.495844,20.151878,18.771118,17.231558
17.200216,16.804245,15.862978,16.951805,17.862566,15.330308,17.721928,17.785246,15.750087
16.872498,13.619462,13.850634,16.240166,13.443139,13.737156,15.664602,14.384591,13.052344
20.307264,20.026314,18.373528,20.235983,19.898275,18.367085,19.71369,19.767466,18.381838
17.393518,15.245221,15.967459,17.307676,15.061733,15.827109,17.16607,15.452505,15.637619
18.684357,18.23697,17.146154,18.664942,18.49395,17.022945,18.658672,18.835693,17.097298
21.608892,19.031197,16.859814,21.71486,19.657959,17.873802,21.792328,19.693354,18.097654
19.023777,19.580893,17.6765,18.990314,19.574034,17.468946,19.312948,18.858894,16.896679
17.421848,18.130064,15.92286,18.095339,18.076925,16.723833,17.86251,18.002369,16.734543
14.955356,11.862844,13.873624,15.145283,11.6752405,13.874532,15.189153,11.597943,13.92723
18.834614,17.955603,16.757618,19.461357,17.9841,16.843798,19.226358,17.960094,17.037384
15.154036,14.900297,13.713682,15.057364,15.287272,13.878744,15.15639,15.366361,14.334676
19.683466,18.250998,17.645609,19.249048,18.342419,17.218843,18.8141,18.274315,17.617569
20.2751,19.861887,18.18421,20.114302,19.781225,18.0193,19.808764,19.716074,18.076868
17.151377,16.63726,14.602999,16.24931,16.23615,14.622192,16.244848,16.233034,14.73834
19.467035,18.720549,18.260118,18.567965,19.482656,18.16461,19.244415,18.424702,17.811138
15.850233,15.153031,14.255183,15.966241,15.256385,14.28618,14.970518,15.131911,13.844655
16.851854,15.586301,14.5249605,14.796499,15.710051,14.553397,16.629093,15.554312,14.655499
15.03062,12.754874,13.909105,15.337502,12.650492,13.921426,15.457834,12.533104,13.942993
20.646986,19.849611,17.918352,20.15632,20.042816,18.261627,20.363895,20.17388,19.33846
17.91287,18.582685,15.434383,16.774443,16.886717,15.453271,15.415325,16.749279,15.429435
18.21927,17.990877,17.382198,18.291977,17.816795,17.5627,18.301363,17.752745,17.742943
19.199833,17.663824,18.339151,18.957884,18.24593,18.275345,18.723867,18.778679,18.163374
20.71286,20.056372,19.284134,20.642378,19.953016,19.386805,20.43532,20.22029,19.395603
17.852692,16.835281,16.421833,17.676088,16.813662,16.480236,18.06983,16.673304,16.526014
20.356283,20.906387,18.402328,19.811625,21.063251,18.31728,19.76158,20.923035,18.417444
16.935753,17.446358,15.524569,17.104748,17.477524,15.625572,17.14593,17.157505,15.399739
20.251225,20.078661,17.587244,20.625013,19.993877,17.661716,20.81558,19.908882,17.864784
20.310097,19.584911,18.70913,20.183447,19.527239,18.606192,20.26396,19.371895,18.642075
19.416105,21.516962,18.529707,19.010693,21.615578,18.750463,17.865276,21.62343,18.536755
16.371988,16.468153,15.822037,16.497915,16.299913,15.853969,16.989582,16.42127,15.711606
18.681908,19.03712,16.498508,18.99808,19.09842,16.704668,19.1537,19.10026,16.896563
22.264896,20.707844,19.902456,22.375582,20.574808,19.909904,22.355093,21.488758,19.912575
17.961838,15.897337,16.523521,18.369535,16.84676,16.444263,18.100342,15.85068,16.724302
17.76854,16.891405,15.691041,17.868454,16.769693,15.57756,18.825634,16.155363,13.353143
16.290462,14.41611,14.920174,15.3360815,14.291831,13.99992,14.5349,14.596102,14.504586
18.3279,20.171034,17.04896,19.170761,20.67245,17.064358,18.908417,20.526386,17.098112
18.285967,16.301783,15.5473585,18.706377,16.423742,16.603355,18.24557,16.499756,15.997702
18.05058,19.73887,16.50908,17.109795,19.913456,16.588432,18.203571,20.03262,16.593437
19.718353,19.247559,15.919255,19.858644,18.170431,15.923455,20.45428,19.293198,16.114
20.452505,19.900263,18.322756,20.015776,19.97622,18.3075,20.24269,20.499119,17.693169
17.416279,17.103529,16.227228,17.320301,16.947485,16.049837,17.450144,17.01949,15.977641
14.13843,15.001336,13.284345,12.7207,15.111324,13.556087,14.9412365,14.980466,13.744978
16.088177,16.137545,15.289455,16.580091,16.108644,15.4840145,16.293999,16.153389,15.573034
14.228111,13.20102,12.633327,13.841013,13.0523815,12.5126,13.798396,12.894485,12.7361355
16.941853,15.338206,13.914974,17.180847,15.188247,13.948948,17.107798,15.130562,14.106984
15.677996,16.754124,13.184461,13.245269,16.621649,12.715995,15.845397,16.46314,12.7648115
13.347542,13.13393,12.233095,13.587632,12.986456,12.434215,13.562854,12.8011675,12.423088
12.819928,11.831401,12.249152,12.440977,12.032584,12.279515,12.630024,12.014669,12.262474
17.676588,17.98024,16.427996,18.207878,18.329552,16.488148,18.612556,18.270283,16.758886
18.57102,18.308418,16.600204,16.821604,17.901375,15.881319,18.795404,17.801004,15.542593
15.498168,13.696102,13.184929,15.658137,13.880451,13.4293585,16.085836,13.778123,13.535672
19.071243,17.778866,16.587881,18.661337,17.97818,16.631845,18.7084,18.536186,16.66043
18.775904,17.837227,17.116879,18.318298,17.438204,16.917883,18.568693,17.773458,16.633343
19.718067,17.958864,16.954447,19.456524,17.83189,16.810593,18.6385,18.055098,16.72918
18.250486,15.941837,16.505074,18.593578,15.559577,16.470375,18.743767,15.198134,16.524548
19.737858,19.206778,18.208094,19.709373,19.1377,18.07141,19.959156,19.034178,18.130178
19.238903,18.849075,16.83847,19.526289,18.818699,16.888958,19.59414,19.187374,17.145885
21.020025,20.429356,18.941753,20.401321,20.10632,18.695059,20.879114,19.576843,18.072603
15.175434,12.165427,13.965757,15.369353,12.297353,14.01903,15.435519,12.442266,13.922296
15.390358,12.352431,13.90359,15.589788,13.846277,14.0089655,15.346999,13.545159,13.882215
18.135538,16.237297,16.089508,17.77084,18.214548,16.004099,18.46333,18.154507,16.342764
14.008464,16.852068,13.50346,15.266014,16.701921,14.135944,15.879337,16.530525,14.139908
18.166035,17.802006,16.023754,17.801386,17.873075,15.953276,17.404541,17.757215,15.96299
15.815862,14.78921,13.896787,15.460093,15.311418,13.918738,15.933973,14.691744,14.203006
15.498923,14.478686,12.401447,14.653699,14.280771,12.714009,15.416205,13.579409,12.596501
18.766531,17.664698,17.587332,18.02212,17.57156,17.042208,18.73735,17.417755,17.468801
20.697054,19.829018,18.507835,20.773512,19.715553,18.613852,20.7287,19.587564,18.0414
15.361116,14.481199,13.236495,15.484228,14.290029,13.424312,15.995349,14.192221,13.442482
21.593077,20.1138,18.003214,21.173368,20.089933,17.936846,21.623035,19.910238,18.861616
19.003006,18.947544,17.530384,18.781908,18.882526,17.517952,19.730066,19.044035,17.732746
20.656446,23.589117,19.470926,21.832376,23.6109,19.771479,21.083202,23.650862,19.690266
18.624577,19.049107,17.423483,19.288372,19.020044,17.696177,19.444193,18.93171,17.73074
19.078682,17.75666,16.735563,19.503794,18.034275,17.125734,19.623436,18.11011,17.477036
16.172222,15.875268,14.861643,16.837961,16.071985,14.591102,16.34622,16.645445,14.561793
20.15378,19.547447,18.142908,20.08053,19.581898,18.0867,18.165752,19.469337,18.157541
20.603758,20.128946,19.089022,20.63574,20.07392,19.199038,20.328608,20.255753,19.121603
21.288918,20.834469,20.06164,21.237055,20.72106,20.270247,21.17083,20.717484,20.14949
18.976961,17.949677,16.88824,18.665138,18.954332,17.005867,18.231335,18.86704,16.85139
23.607288,24.194155,21.101974,23.660143,24.40613,21.086782,23.403465,23.422283,21.094917
20.219957,18.577017,18.99113,20.325583,18.437565,19.021223,20.415195,18.355423,19.02361
16.704988,15.110272,15.537312,16.39697,15.503203,15.430858,16.221249,14.792696,15.414671
19.556673,18.750715,17.847012,18.737383,18.562937,17.917679,17.880028,18.214558,17.943087
19.185286,19.847168,17.543043,16.330463,19.852499,17.287746,17.921417,19.936922,17.37106
20.978907,19.50187,18.645805,21.104109,19.503153,18.570713,21.822884,19.662165,19.171486
21.74229,22.159489,19.509209,21.70099,23.207453,19.522345,22.62043,23.133554,19.573566
18.6732,17.91951,17.1443,19.01384,17.873587,17.3202,19.454699,17.763494,17.41703
14.313418,14.107485,13.763331,15.162204,14.458771,13.881278,14.883406,14.279921,13.755178
17.84254,16.540499,16.035175,17.614864,16.52089,16.055616,17.933628,16.407448,16.280132
19.85914,19.159245,18.690002,19.616793,19.059946,18.615366,19.25208,18.975723,18.539877
19.031414,18.748337,17.287882,19.01545,18.971203,17.232473,19.17908,19.304846,17.457672
22.050936,21.862997,19.832796,22.122831,21.89531,19.914951,22.291784,22.09207,19.990925
18.385324,17.810074,14.949381,18.424934,18.278831,15.049245,18.461153,18.271204,15.319334
19.611012,19.291302,17.289627,19.684645,19.331343,17.45413,20.06638,19.291359,18.277153
18.671621,18.209583,16.660648,17.12605,18.14415,16.58556,16.94714,18.028421,16.760311
21.286064,22.9675,20.040775,21.27181,23.274288,20.01125,21.130821,23.013226,20.232656
19.723541,19.809055,17.57978,19.982998,19.795736,17.680233,19.764582,19.71799,17.701326
14.6180935,15.578207,12.775487,15.5319605,15.490133,13.37705,15.572625,15.375727,13.235556
20.099825,19.849813,17.717867,20.309446,20.049849,18.276327,20.003698,20.257427,18.059362
21.073696,20.070364,18.635284,21.599285,20.353714,18.988771,22.155441,20.497425,18.521265
17.51202,18.263176,17.33215,17.286465,17.98833,17.49079,18.268728,17.949564,17.781593
20.024683,19.492588,18.522537,19.460361,19.379612,18.496391,19.646826,19.2911,18.515326
13.696731,13.700661,11.590892,13.150219,13.031119,11.948638,13.4251375,12.90588,12.222105
15.049652,12.300999,14.647834,14.8670635,12.125275,14.46019,15.378188,11.941779,14.701218
18.403873,18.904898,16.295637,18.819403,19.242004,16.314417,18.366676,19.088104,16.412054
18.139606,18.391045,16.864296,17.495125,18.3059,16.539532,17.901695,18.203444,16.669395
19.27889,20.394323,16.65812,19.052588,20.312956,16.67748,17.593338,20.386717,17.298662
20.23136,20.886326,19.371681,20.869083,20.861778,19.391161,19.667376,20.360725,19.19374
20.10079,19.246338,18.072395,20.367193,18.935738,17.939089,20.369751,19.340513,18.23734
15.884908,15.940986,15.547317,17.583948,15.946336,15.916424,17.107481,16.134777,15.976099
18.213352,17.311752,16.541058,18.01189,17.324635,16.671453,17.991772,17.268528,16.819513
19.144962,18.470526,18.17261,19.409042,18.298626,18.218664,19.508638,18.18956,18.34753
18.921759,18.370823,16.875387,19.73962,18.8981,17.33181,19.692509,18.571255,17.598537
16.748947,18.734072,15.140173,17.857815,18.558441,15.316671,15.959199,18.386469,15.3787565
20.499298,19.154823,18.720089,20.617638,19.274029,18.578108,20.641117,19.358091,18.654871
20.890438,20.241676,19.320227,21.077202,20.43281,19.299124,21.357332,20.498062,19.458551
14.474094,16.031898,12.227084,13.970608,13.297934,11.953249,12.591134,13.078308,12.2617
18.07296,17.27607,16.438658,18.094584,17.028906,16.398043,17.891962,16.713026,16.331024
18.94729,18.58284,16.765095,19.310116,18.52543,16.647623,19.53373,18.472769,16.733112
15.0580635,12.589824,13.508182,14.987074,12.440401,13.692442,13.002019,15.873128,13.132277
17.040274,19.268145,16.308273,14.938128,19.870298,16.110088,17.022863,20.167261,15.842698
14.079394,14.26421,12.629587,14.112272,13.365512,12.681167,14.604627,13.145233,12.666114
21.400707,18.79153,18.482883,21.607162,18.769861,18.453156,21.61369,18.608042,18.467613
19.77553,16.560143,17.047346,19.800247,16.918617,16.18941,19.670052,16.676628,16.685959
15.090377,13.148238,13.820314,15.474277,13.07366,14.151191,15.429439,13.013511,14.13883
19.136812,17.18616,17.598434,18.656408,16.958975,17.703074,18.050396,17.049639,17.585377
18.50494,19.046396,15.954885,17.575886,17.6556,15.254524,17.561537,17.496569,15.248932
17.347599,15.4293785,14.980694,17.759945,15.394596,15.499221,17.651524,15.260114,15.905012
18.856308,17.08559,15.233425,17.911844,17.876585,15.3558,16.007702,16.200186,15.532331
15.981261,14.70435,14.055264,15.226197,14.505108,14.214818,14.852408,14.217568,14.073187
18.32885,17.316496,16.675266,18.460333,17.260523,16.835144,18.564054,17.291346,16.961649
14.47626,14.879718,14.753247,14.416542,14.975373,15.082074,13.623466,14.889161,14.635827
16.588198,17.9158,15.924641,19.01505,17.798567,16.004206,18.780642,18.52185,15.97675
19.036049,17.810856,17.368202,19.257725,18.483208,17.519913,19.399067,18.542664,17.673746
19.766802,20.323973,17.539692,19.941889,20.568676,17.92312,20.228441,20.753372,18.30964
18.174786,19.754238,16.179924,18.745869,20.274681,16.100744,18.546215,20.96847,16.640112
22.04503,24.949173,20.471167,22.29738,25.149616,20.630556,20.178478,25.389212,20.870184
20.521149,18.825739,18.573824,19.521095,18.945576,18.534494,19.600147,19.459066,18.361917
18.804527,17.049826,17.225145,18.738081,17.297066,17.217245,18.863678,17.207758,17.290518
19.311565,20.32746,17.287027,18.179585,20.296795,17.41377,16.747126,20.234615,17.469978
15.414281,11.751858,13.912285,15.524304,13.261795,14.154819,15.163818,13.0942745,14.1569195
12.454341,13.065456,11.650479,13.071761,12.905466,12.801098,13.32415,12.81741,12.922559
18.076614,17.518803,15.363999,17.513885,17.404663,15.491099,17.468935,17.24823,15.704133
14.892452,14.016218,13.820025,14.923206,14.057117,13.834322,16.283264,13.986949,13.755931
19.440023,19.109043,17.632668,19.450571,18.941772,17.840086,19.543285,18.863117,17.875662
19.244867,21.157295,16.682419,20.01943,20.778595,16.890312,19.870436,20.671661,16.044203
19.306112,20.459492,17.230303,18.721943,20.590813,17.134285,17.892628,20.498934,16.951975
20.664248,18.732168,17.337717,20.673615,18.63202,17.624153,20.656746,19.86469,17.574934
17.795588,18.377432,16.025608,17.82119,18.278807,16.060297,17.770706,18.150885,16.05835
16.66424,16.271866,15.369751,17.002394,16.372717,15.774561,17.35328,16.32715,15.391296
19.610992,17.98577,17.413033,19.524048,18.094635,17.576338,19.718801,18.35318,17.650713
16.785265,17.64993,16.910032,18.308813,17.618343,17.059498,18.358109,17.657001,17.116608
18.342335,15.782908,16.63963,18.3049,16.375357,16.635265,18.263424,16.002266,16.869087
14.236426,14.241101,12.413709,14.013391,14.120306,12.420003,14.037664,13.953859,12.940841
20.929935,19.307503,19.29176,20.940903,19.318693,19.272266,20.329212,19.398985,19.427319
17.880392,16.034624,16.24609,17.778269,15.980741,16.528267,17.85259,15.840333,16.61177
18.066595,17.03657,16.360542,18.63219,17.13951,16.814423,18.961649,17.744864,16.96223
21.231731,20.15372,17.29254,21.311836,20.170607,17.482225,23.206257,19.835943,18.64469
19.65806,18.614817,16.99017,19.689785,18.655594,16.834263,20.605303,18.582424,16.772327
19.018406,18.185427,16.91418,19.019001,18.603487,17.17797,19.185293,18.94642,17.400513
20.271467,19.352308,18.58064,20.608072,19.36404,18.61504,19.796497,19.324123,18.433725
16.434532,16.185041,15.683016,14.651184,16.101233,14.760273,16.005419,15.919498,14.62664
19.512365,18.12497,19.15865,19.714289,18.07821,19.470818,19.022665,17.950706,19.474657
17.253902,15.43599,16.324951,15.650899,15.247471,15.373246,16.918715,15.052459,15.648911
17.333344,16.751167,15.652181,17.791815,16.682146,15.663771,17.962755,15.984511,15.934678
16.844814,15.130081,15.69743,16.551228,14.992514,15.643355,16.806696,15.093087,15.745276
17.044674,18.971691,15.250891,17.395872,18.88226,15.660422,16.658773,18.792135,15.529312
18.942352,19.038822,15.63613,16.728245,19.053461,15.580387,16.581423,19.245298,15.492891
17.631783,19.087275,15.9223175,17.579067,18.976992,16.311914,16.288334,18.914358,16.116514
15.326328,15.510605,15.687863,16.889246,15.522184,15.650715,14.497504,15.282865,15.673088
20.299864,18.383314,16.837454,20.488825,18.249311,16.80716,20.394573,18.086973,16.86737
19.528976,17.53647,16.747307,19.602282,17.572123,16.86365,19.640875,17.444004,16.737616
15.624738,13.768421,12.281724,15.327879,13.579268,12.182032,15.261894,13.356694,11.985043
18.055267,17.230963,15.856484,17.522171,17.612223,15.906122,17.456398,17.566183,15.90446
15.364171,13.098968,13.686671,14.851679,12.90436,13.703965,10.447309,12.758375,10.703278
12.85153,15.174481,12.768798,15.158655,15.667116,12.91713,15.058042,15.546421,12.940177
16.813873,15.428407,15.163016,16.856396,15.312597,15.149669,16.84734,15.261804,15.140658
17.718887,18.666914,15.228739,17.628984,18.508915,15.554749,14.919214,18.3125,16.344074
19.77845,20.967632,18.404669,20.034266,20.911068,18.51253,19.146202,20.832432,18.684868
16.159704,14.270929,13.469454,16.633932,14.072693,13.430583,18.059704,14.6196995,13.358993
18.201542,19.794922,16.972073,18.977978,20.647594,17.216246,16.91564,20.56072,17.315878
14.785165,13.667623,13.351176,15.743589,13.671367,13.382928,15.765393,13.88533,13.197398
17.823757,16.181787,15.971027,17.893547,15.92233,16.035568,18.0601,15.789141,16.027903
17.403444,16.137165,15.922961,17.674988,16.1883,15.896861,18.206118,16.240425,16.099205
18.996801,16.039652,17.524242,19.701784,15.931406,17.9046,18.863995,15.799464,17.848019
18.54672,18.09029,15.056921,18.273632,17.968615,15.407842,14.147062,17.902342,15.4894905
16.665916,16.776314,15.593855,17.44967,16.986439,15.9958725,17.285662,16.902845,15.669289
15.4517765,13.22353,15.20472,16.331669,14.323108,15.217327,17.324574,13.981624,14.935655
19.516224,19.746973,16.34379,18.379896,19.641642,16.22178,18.86455,19.51874,16.25052
20.495943,17.97674,18.168446,20.683062,17.906998,18.215258,20.83047,17.837603,18.916294
21.882286,19.063326,17.528225,21.795229,19.04764,17.571684,22.090078,18.97022,17.587822
19.8964,19.685175,16.3234,20.28406,19.585869,16.287695,20.408045,19.48998,16.546654
20.82709,19.039543,16.646107,20.249754,18.948526,16.833042,19.942362,18.816715,16.506823
14.841911,12.105883,13.72271,15.132796,12.256154,13.888849,15.189895,12.075003,13.942776
21.790247,19.560982,0.0,21.289608,19.65437,18.15815,21.851088,19.559292,18.41476
21.636494,19.463737,17.83037,21.46853,19.305693,17.635963,21.755804,19.095428,17.798677
17.586418,17.4399,16.375929,17.658804,17.205095,16.50299,17.459146,16.885637,16.649218
18.304296,16.811287,16.568165,18.15577,16.68882,16.465809,17.932842,16.882484,16.64183
16.082102,14.241445,15.027448,16.120052,14.08745,14.882661,16.151726,14.077609,14.9913025
15.275396,13.734091,14.017139,15.366221,13.5458145,14.672285,15.412902,13.344082,14.241613
19.852234,18.141493,16.940626,18.4011,17.988972,16.72296,17.96117,20.03063,16.561419
20.468105,21.042292,17.804285,20.738358,20.978083,18.009024,18.104887,20.905085,17.80457
17.352125,16.122524,15.7877445,18.057234,16.157064,15.805057,17.655806,16.45309,15.731745
15.171933,12.465426,14.410297,15.520033,14.33198,13.939573,16.347853,14.023471,13.853266
19.083967,17.799915,17.538336,18.707142,18.148108,17.882145,18.604593,18.500763,18.034357
18.125322,16.564804,15.687781,18.095438,16.868196,15.804044,18.331623,16.827229,15.690976
17.526327,16.78298,15.643843,17.624987,16.577404,15.703171,17.48768,16.326982,15.630789
21.61052,19.360453,17.161575,21.322332,19.37349,17.115744,21.453176,19.386343,17.004541
20.396624,17.520004,16.688847,18.395945,17.62895,16.116356,19.901701,17.606804,16.304335
12.430429,12.683857,11.577282,13.306458,12.5899725,11.673637,13.340723,12.482386,11.604418
20.238113,19.719093,18.776823,20.004755,19.51691,18.620525,20.251122,19.2914,18.75808
14.920632,14.58287,13.566591,14.96753,15.190822,13.520997,15.070011,15.092064,13.714141
17.576006,15.586468,16.702608,17.63318,15.409433,16.68745,17.7689,15.272404,18.565458
22.552876,21.329073,18.579369,22.4696,21.257246,18.410883,22.311031,21.24278,18.431492
19.804085,18.268154,16.629692,19.749674,18.144026,17.101559,19.433006,19.69596,17.374073
21.953915,18.748041,16.842934,21.669386,18.97891,16.848293,21.73982,19.107399,16.772306
18.673624,16.355774,17.668962,18.822874,17.25156,17.767036,19.440638,18.782223,18.22572
19.280346,18.76162,18.496391,20.02487,18.649862,18.558004,20.765106,18.882177,18.65975
15.50553,13.326484,14.701074,14.277858,13.970178,14.994139,15.909906,13.856023,15.437764
17.58578,18.841557,16.264841,18.236557,18.595936,16.023863,18.479593,18.512377,16.250917
18.256508,20.57729,17.103724,18.809763,20.57893,17.059027,18.95485,20.511469,17.436512
17.35091,16.41921,15.487511,17.080364,16.636599,15.693204,17.712582,16.48228,15.739689
17.159157,15.345336,16.988607,17.123684,15.231055,16.9988,17.312386,15.161484,17.064676
16.025452,13.659591,12.903791,15.495754,13.678554,13.057844,15.520713,14.590509,13.1682205
23.408087,21.977304,21.81916,23.506197,22.097836,22.049961,23.582623,22.026339,22.086828
13.252133,14.40357,12.919332,14.755593,14.232503,12.95392,15.231584,13.616715,13.023829
19.897175,19.657364,18.15142,20.41108,19.701683,18.521091,20.825771,18.88125,18.923134
16.42313,15.586985,13.437171,16.332954,15.564782,13.458257,16.367477,15.470149,13.60022
17.923119,17.92224,16.44891,17.531696,17.84753,15.109576,16.93713,17.749424,15.21926
19.257437,17.297688,15.676713,19.034456,17.391516,15.883584,19.33657,17.28133,16.712313
19.38841,19.871,17.273495,19.240978,20.538902,17.686728,19.377615,20.676872,17.681623
20.924093,20.602888,18.998793,20.767193,20.603695,19.026243,21.19408,20.68071,19.003126
20.084373,19.690506,17.996628,19.36536,19.724092,18.158417,19.029634,19.689953,17.591766
14.577873,14.336502,12.33176,14.032593,14.675464,12.611448,14.759349,14.4750395,13.248874
15.949801,15.583212,14.290848,15.668474,15.420733,14.1884165,15.3617735,15.291608,13.633469
18.70613,18.199034,16.21786,18.63945,18.542467,16.481709,18.292418,18.362942,16.272432
14.917609,14.710527,11.228393,16.26711,14.52534,13.750983,14.192497,14.312059,11.728489
12.843951,11.385306,11.595264,12.731778,11.178708,10.956734,11.05813,10.954377,10.633986
17.502508,18.173672,15.925869,18.156612,18.115019,16.011822,18.36953,18.027605,16.396145
18.046253,17.870317,15.616595,18.705736,17.802681,15.744061,18.686207,17.869535,16.050043
16.975584,16.557991,15.052421,17.442139,16.469412,14.942167,17.47326,16.367397,15.0895605
14.726633,14.042728,13.729292,14.833321,13.885155,13.702141,14.874254,14.169129,13.718008
15.7597885,14.555901,13.361337,14.979438,14.555318,13.304039,15.080429,13.914498,13.146738
21.138218,20.827494,17.029942,20.930182,20.727594,17.803743,21.23116,20.6475,18.116133
17.310528,17.568367,15.401143,14.640768,17.46122,14.968982,17.71404,13.981626,16.106157
21.409288,21.749416,19.480562,21.570673,21.96995,19.589556,20.41879,21.661062,19.46884
20.62153,20.529655,17.320358,19.933233,21.152485,17.411383,19.588415,20.910315,17.241446
17.179916,15.584211,14.709469,17.18921,15.931146,15.0547905,17.090483,16.04421,15.203109
19.123625,18.796791,17.674696,19.426027,18.813572,17.621601,20.018301,18.82543,17.44958
19.965433,20.938066,17.460623,20.537647,20.848679,17.79309,20.181408,21.011656,17.987751
18.968393,18.695679,17.03794,18.959345,18.573313,16.822424,17.969196,18.244442,16.9884
17.507519,16.869972,15.327291,17.698328,16.270956,16.675322,17.17651,17.016542,14.943361
16.485168,16.24981,14.8484955,16.507837,16.121307,14.819055,16.139822,15.97111,14.78376
17.587835,17.321922,15.177676,17.26279,17.126537,15.527197,17.963264,17.121943,15.621571
16.184282,14.401198,14.796363,16.337193,14.624675,15.017496,16.469788,14.461024,14.870142
18.17346,17.826754,16.34377,17.441044,17.764963,15.927133,17.65593,17.555412,15.443858
18.781893,16.885979,16.950706,18.68718,16.949234,16.813534,18.716084,16.791632,16.913805
20.34867,19.724335,19.091976,20.92787,19.723337,19.199074,21.37225,20.36302,19.435137
13.556388,14.799024,12.783319,14.827066,15.791615,13.7881975,12.656919,15.451209,13.506835
